"surah","ayahs","cause"
3,"101-102-103","عن مجاهد رحمه الله في قوله: { يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓا۟ إِن تُطِيعُوا۟ فَرِيقًا مِّنَ ٱلَّذِينَ أُوتُوا۟ ٱلْكِتَـٰبَ } قال: كان جماع قبائل الأنصار بطنين الأوس والخزرج، وكان بينهما في الجاهلية حرب ودماء وشنآن، حتى مَنَّ الله عليهم بالإسلام وبالنبي ﷺ فأطفأ الله الحرب التي كانت بينهم وألف بينهم بالإسلام.
قال: فبينا رجل من الأوس، ورجل من الخزرج قاعدان يتحدثان، ومعهما يهودي جالس، فلم يزل يذكرهما أيامهما، والعداوة التي كانت بينهم حتى استبَّا ثم اقتتلا.
قال: فنادى هذا قومه، وهذا قومه، فخرجوا بالسلاح، وصف بعضهم لبعض، قال: ورسول الله ﷺ شاهد يومئذٍ بالمدينة، فجاء رسول الله ﷺ فلم يزل يمشي بينهم إلى هؤلاء، وإلى هؤلاء ليسكنهم، حتى رجعوا ووضعوا السلاح، فأنزل الله عز و جل القرآن في ذلك { يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓا۟ إِن تُطِيعُوا۟ فَرِيقًا مِّنَ ٱلَّذِينَ أُوتُوا۟ ٱلْكِتَـٰبَ } الي قوله { عَذَابٌ عَظِيمٌ }."
3,"113-114-115","عن ابن عباس رضي الله عنهما قال: لما أسلم عبد الله بن سلام، وثعلبة بن سعية، وأسيد بن سعية، وأسد بن عبيد، ومن أسلم من يهود معهم فآمنوا
وصدقوا ورغبوا في الإسلام، ورسخوا فيه.
قالت أحبار يهود وأهل الكفر منهم: ما آمن بمحمد ولا تبعه إلا أشرارنا، ولو كانوا من خيارنا ما تركوا دين آبائهم وذهبوا إلى غيره، فأنزل الله عز و جل في ذلك من قولهم { لَيْسُوا۟ سَوَآءً ۗ مِّنْ أَهْلِ ٱلْكِتَـٰبِ أُمَّةٌ قَآئِمَةٌ يَتْلُونَ ءَايَـٰتِ ٱللَّهِ } إلى قوله: { وَأُو۟لَـٰٓئِكَ مِنَ ٱلصَّـٰلِحِينَ }."
3,"118","عن ابن عباس رضي الله عنهما قال: كان رجال من المسلمين يواصلون رجالاً من اليهود لما كان بينهم من الجوار والحلف في الجاهلية، فأنزل الله عز و جل فيهم، فنهاهم عن مباطنتهم؛ تخوف الفتنة عليهم منهم، { يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تَتَّخِذُوا۟ بِطَانَةً مِّن دُونِكُمْ } إلى قوله: { وَتُؤْمِنُونَ بِٱلْكِتَـٰبِ كُلِّهِۦ }."
3,"122","عن جَابِرِ بْنِ عَبْدِ اللهِ رضي الله عنهما يَقُولُ: فِينَا نَزَلَتْ: { إِذْ هَمَّت طَّآئِفَتَانِ مِنكُمْ أَن تَفْشَلَا وَٱللَّهُ وَلِيُّهُمَا ۗ  }، قَالَ: نَحْنُ الطَّائِفَتَانِ: بَنُو حَارِثَةَ وَبَنُو سَلِمَةَ، وَمَا نُحِبُّ - وَقَالَ سُفْيَانُ مَرَّةً: وَمَا يَسُرُّنِي - أَنَّها لَمْ تُنْزَلْ؛ لِقَولِ اللهِ: { وَٱللَّهُ وَلِيُّهُمَا ۗ }."
3,"128","عَنْ أَنَسِ رضي الله عنه أَنَّ رَسُولَ اللهِ ﷺ كُسِرَتْ رَبَاعِيَتُهُ يَوْمَ أُحُدٍ، وَشُجَّ
فِي رَأْسِهِ، فَجَعَلَ يَسْلُتُ الدَّمَ عَنْهُ، وَيَقُولُ: « كَيْفَ يُفْلِحُ قَوْمٌ شَجُّوا نَبِيَّهُمْ
وَكَسَرُوا رَبَاعِيَتَهُ، وَهُوَ يَدْعُوهُمْ إِلَى اللهِ » فَأَنْزَلَ اللهُ قَالَ: { لَيْسَ لَكَ مِنَ ٱلْأَمْرِ شَىْءٌ } و اللفظ لمسلم."
3,"152","عَنِ ابْنِ مَسْعُودٍ رضي الله عنه: أَنَّ النِّسَاءَ كُنَّ يَوْمَ أُحُدٍ خَلْفَ الْمُسْلِمِينَ، يُجْهِزْنَ عَلَى جَرْحَى الْمُشْرِكِينَ، فَلَوْ حَلَفْتُ يَوْمَئِذٍ رَجَوْتُ أَنْ أَبَرَّ، إِنَّهُ لَيْسَ
أَحَدٌ مِنَّا يُرِيدُ الدُّنْيَا، حَتَّى أَنْزَلَ اللهُ عز و جل: { مِنكُم مَّن يُرِيدُ ٱلدُّنْيَا وَمِنكُم مَّن يُرِيدُ ٱلْـَٔاخِرَةَ ۚ ثُمَّ صَرَفَكُمْ عَنْهُمْ لِيَبْتَلِيَكُمْ ۖ  } فَلَمَّا خَالَفَ أَصْحَابُ النَّبِيِّ ﷺ، وَعَصَوْا مَا أُمِرُوا بِهِ، أُفْرِدَ رَسُولُ اللهِ ﷺ فِي تِسْعَةٍ، سَبْعَةٍ مِنْ الْأَنْصَارِ، وَرَجُلَيْنِ مِنْ قُرَيْشٍ، وَهُوَ عَاشِرُهُمْ...."
3,"152","عَنِ ابْنِ عَبَّاسٍ رضي الله عنهما أَنَّهُ قَالَ: مَا نَصَرَ اللهُ تَبَارَكَ وَتَعَالَى فِي مَوْطِنٍ، كَمَا نَصَرَ يَوْمَ أُحد، قَالَ: فَأَنْكَرْنَا ذَلِكَ، فَقَالَ ابْنُ عَبَّاسٍ: بَيْنِي وَبَيْنَ
مَنْ أَنْكَرَ ذَلِكَ!!! كتابُ اللهِ تَبَارَكَ وَتَعَالَى، إِنَّ اللَّه عز و جل يَقُولُ فِي يَوْمِ أُحُد: { وَلَقَدْ صَدَقَكُمُ ٱللَّهُ وَعْدَهُۥٓ إِذْ تَحُسُّونَهُم بِإِذْنِهِۦ ۖ  }.

يَقُولُ ابْنُ عَبَّاسِ: وَالحَسُّ: الْقَتْلُ { حَتَّىٰٓ إِذَا فَشِلْتُمْ } إِلَى قَوْلِهِ: { وَلَقَدْ عَفَا عَنكُمْ ۗ وَٱللَّهُ ذُو فَضْلٍ عَلَى ٱلْمُؤْمِنِينَ } وَإِنَّمَا عَلَى بِهَذَا الرُّمَاةَ، وَذَلِكَ أَنَّ النَّبِيَّ ﷺ أَقَامَهُمْ فِي مَوْضِعٍ، ثم قال: « احمُوا ظُهُورَنَا، فَإِنْ رَأَيْتُمُونَا نُقْتَلُ، فَلَا تَنْصُرُونَا، وَإِنْ رَأَيْتُمُونَا قَدْ غَنِمْنَا، فَلَا تَشْرِكُونَا ».

فَلَمَّا غَنِمَ النَّبِيُّ ﷺ، وَأَبَاحُوا عَسْكَرَ المُشْرِكِينَ، أَكبَّ الرُّمَاةُ جَميعاً، فَدَخَلُوا فِي العَسْكَرِ يَنْهَبُونَ، وَقَدِ الْتَقَتْ صُفُوفُ أَصْحَابِ رَسُولِ اللهِ ﷺ، فَهُمْ هَكَذَا، وَشَبَّكَ بَيْنَ أَصَابِع يَدَيْهِ، وَالْتَبَسُوا، فَلَمَّا أَخَلَّ الرُمَاةُ تِلكَ الخَلَّةَ، الَّتِي كَانُوا فِيهَا، دَخَلَتِ الخَيْلُ مِنْ ذَلِكَ المَوْضِعِ عَلَى أَصْحَابِ النَّبِيِّ ﷺ فَضَرَبَ بَعْضُهُمْ بَعْضاً، وَالْتَبَسُوا، وَقُتِلَ مِنَ الْمُسْلِمِينَ نَاسٌ كَثِيرٌ...."
3,"152","عَنِ الْبَرَاءِ بْنِ عَازِبٍ رضي الله عنهما قَالَ: جَعَلَ رَسُولُ اللهِ ﷺ عَلَى الرُّمَاةِ - وَكَانُوا خَمْسِينَ رَجُلاً - عَبْدَ اللهِ بْنَ جُبَيْرٍ يَوْمَ أُحُدٍ، وَقَالَ: « إِنْ رَأَيْتُمُ الْعَدُوَّ وَرَأَيْتُمُ الطَّيْرَ تَخْطَفْنَا فَلَا تَبْرَحُوا »، فَلَمَّا رَأَوْا الْغَنَائِمَ قَالُوا: عَلَيْكُمْ الْغَنَائِمَ، فَقَالَ عَبْدُ اللَّهِ: أَلَمْ يَقُلْ رَسُولُ اللهِ ﷺ: لَا تَبْرَحُوا؟!، قَالَ غَيْرُهُ: فَنَزَلَتْ { وَعَصَيْتُم مِّنۢ بَعْدِ مَآ أَرَىٰكُم مَّا تُحِبُّونَ ۚ }، يَقُولُ: عَصَيْتُمُ الرَّسُولَ مِنْ بَعْدِ مَا أَرَاكُمْ الْغَنَائِمَ، وَهَزِيمَةَ الْعَدُو."
3,"154","عن عبد الله بن الزبير رضي الله عنهما قال: قال الزبير رضي الله عنه: لقد رأيتني مع رسول الله ﷺ حين اشتد الخوف علينا، أرسل الله علينا النوم، فما منا من رجل إلا ذقنه في صدره، قال: فوالله إني لأسمع قول معتب بن قشير ما أسمعه إلا كالحلم يقول: { لَوْ كَانَ لَنَا مِنَ ٱلْأَمْرِ شَىْءٌ مَّا قُتِلْنَا هَـٰهُنَا ۗ } لقول معتب."
3,"169","عن جَابِرِ بْنِ عَبْدِ اللهِ رضي الله عنهما قَالَ: لَقِيَنِي رَسُولُ اللهِ ﷺ فَقَالَ لِي: « يَا جَابِرُ: مَا لِي أَرَاكَ مُنْكَسِراً » قُلْتُ: يَا رَسُولَ اللهِ، اسْتُشْهِدَ أَبِي، قُتِلَ يَوْمَ أُحُدٍ وَتَرَكَ عِيَالاً وَدَيْنَا.
قَالَ: « أَفَلَا أُبَشِّرُكَ بِمَا لَقِيَ اللهُ بِهِ أَبَاكَ »، قَالَ: قُلْتُ: بَلَى يَا رَسُولَ اللهِ.
قَالَ: « مَا كَلَّمَ اللَّهُ أَحَداً قَطُّ إِلَّا مِنْ وَرَاءِ حِجَابٍ، وَأَحْيَا أَبَاكَ فَكَلَّمَهُ كِفَاحاً، فَقَالَ: يَا عَبْدِي، تَمَنَّ عَلَيَّ أُعْطِكَ. قَالَ: يَا رَبِّ تُحْييني فَأُقْتَلَ فِيكَ ثَانِيَةً، قَالَ الرَّبُّ عز و جل: إِنَّهُ قَدْ سَبَقَ مِنِّي أَنَّهُمْ إِلَيْهَا لَا يُرْجَعُونَ » 
قَالَ: وَأُنْزِلَتْ هَذِهِ الْآيَةُ { وَلَا تَحْسَبَنَّ ٱلَّذِينَ قُتِلُوا۟ فِى سَبِيلِ ٱللَّهِ أَمْوَٰتَۢا ۚ }."
3,"169","عَن ابْنِ عَبَّاسٍ رضي الله عنهما قَالَ: قَالَ رَسُولُ اللهِ ﷺ: « لَمَّا أُصِيبَ
إِخْوَانُكُمْ بِأَحَدٍ جَعَلَ اللهُ عز و جل أَرْوَاحَهُمْ فِي أَجْوَافِ طَيْرِ خُضْرٍ، تَرِدُ أَنْهَارَ الْجَنَّةِ تَأْكُلُ مِنْ ثِمَارِهَا، وَتَأْوِي إِلَى قَنَادِيلَ مِنْ ذَهَبٍ فِي ظِلِّ الْعَرْشِ، فَلَمَّا وَجَدُوا طِيبَ مَشْرَبِهِمْ وَمَأْكَلِهِمْ وَحُسْنَ مُنْقَلَبِهِمْ قَالُوا: يَا لَيْتَ إِخْوَانَنَا يَعْلَمُونَ بِمَا صَنَعَ اللهُ لَنَا، لِئَلَّا يَزْهَدُوا فِي الْجِهَادِ، وَلَا يَنْكُلُوا عَنْ الْحَرْبِ؟ فَقَالَ اللهُ عز و جل: أَنَا أُبَلِّغُهُمْ عَنْكُمْ »، فَأَنْزَلَ اللهُ عز و جل هَؤُلَاءِ الْآيَاتِ عَلَى رَسُولِهِ { وَلَا تَحْسَبَنَّ ٱلَّذِينَ قُتِلُوا۟ فِى سَبِيلِ ٱللَّهِ أَمْوَٰتَۢا ۚ بَلْ أَحْيَآءٌ }. واللفظ لأحمد."
3,"172","عن ابن عباس رضي الله عنها قال: لما انصرف أبو سفيان والمشركون عن أحد وبلغوا الروحاء، قال أبو سفيان: لا محمداً قتلتم، ولا الكواعب أردفتم، شر ما صنعتم. فبلغ ذلك رسول الله ﷺ، فندب الناس فانتدبوا حتى بلغوا حمر الأسد أو بئر بني عيينة، فأنزل الله عز و جل { ٱلَّذِينَ ٱسْتَجَابُوا۟ لِلَّهِ وَٱلرَّسُولِ مِنۢ بَعْدِ مَآ أَصَابَهُمُ ٱلْقَرْحُ ۚ  }، وذلك أن أبا سفيان قال للنبي ﷺ: موعدك موسم بدر حيث قتلتم أصحابنا، فأما الجبان فرجع، وأما الشجاع فأخذ أهبة القتال والتجارة، فأتوه فلم يجدوا به أحداً، وتسوفوا، فأنزل الله جل ذكره { فَٱنقَلَبُوا۟ بِنِعْمَةٍ مِّنَ ٱللَّهِ وَفَضْلٍ لَّمْ يَمْسَسْهُمْ سُوٓءٌ }."
3,"181","قال سعيد بن جبير رحمه الله: عن ابن عباس رضي الله عنهما: لما نزل قوله تعالى مَن { مَّن ذَا ٱلَّذِى يُقْرِضُ ٱللَّهَ قَرْضًا حَسَنًا فَيُضَـٰعِفَهُۥ لَهُۥٓ أَضْعَافًا كَثِيرَةً ۚ } قالت اليهود: يا محمد: افتقر ربك فسأل عباده القرض؟ فأنزل { لَّقَدْ سَمِعَ ٱللَّهُ قَوْلَ ٱلَّذِينَ قَالُوٓا۟ إِنَّ ٱللَّهَ فَقِيرٌ وَنَحْنُ أَغْنِيَآءُ ۘ } الآية."
3,"181","عن ابن عباس رضي الله عنهما قال: دخل أبو بكر الصديق رضي الله عنه بيت المدراس، فوجد من يهود ناساً كثيرة قد اجتمعوا على رجل منهم يقال له: فنحاص، وكان من علمائهم وأحبارهم، ومعه حبر يقال له: أشيع، فقال له أبو بكر رضي الله عنه: ويحك يا فنحاص اتق الله وأسلم، فوالله لتعلم أن محمداً رسول من عند الله قد جاءكم بالحق من عنده، تجدونه مكتوباً عندكم في التوراة والإنجيل.
فقال فنحاص: والله يا أبا بكر ما بنا إلى الله من حاجة من فقر، وإنه إلينا لفقير، وما نتضرع إليه كما يتضرع إلينا، وإنا عنه لأغنياء، ولو كان عنا غنياً ما استقرض منا كما يزعم صاحبكم، ينهاكم عن الربا ويعطيناه، ولو كان غنياً ما أعطانا الربا. فغضب أبو بكر رضي الله عنه، فضرب وجه فنحاص ضرباً شديداً، وقال: والذي نفسي بيده لولا الذي بيننا وبينك من العهد لضربت عنقك يا عدو الله، فأكذبونا ما استطعتم إن كنتم صادقين.
فذهب فنحاص إلى رسول الله صلى الله تعالى عليه وعلى آله وسلم فقال: يا محمد أبصر ما صنع بي صاحبك، فقال رسول الله ﷺ: « ما حملك على ما صنعت يا أبا بكر » فقال: يا رسول الله، إن عدو الله قال قولاً عظيماً، يزعم أن الله فقير وأنهم عنه أغنياء، فلما قال ذلك غضبت لله مما قال فضربت وجهه فجحد فنحاص ذلك، وقال: ما قلت ذلك، فأنزل الله فيما قال فنحاص: { لَّقَدْ سَمِعَ ٱللَّهُ قَوْلَ ٱلَّذِينَ قَالُوٓا۟ إِنَّ ٱللَّهَ فَقِيرٌ وَنَحْنُ أَغْنِيَآءُ ۘ } الآية."
3,"186","عَنْ كَعْبِ بْنِ مَالِكٍ رضي الله عنه، وَكَانَ أَحَدَ الثَّلَاثَةِ الَّذِينَ تِيبَ عَلَيْهِمْ:
كَانَ كَعْبُ بْنُ الْأَشْرَفِ يَهْجُو النَّبِيَّ ﷺ وَيُحَرِّضُ عَلَيْهِ كُفَّارَ قُرَيْشٍ، وَكَانَ النَّبِيُّ ﷺ حِينَ قَدِمَ الْمَدِينَةَ وَأَهْلُهَا أَخْلَاطٌ: مِنْهُمْ الْمُسْلِمُونَ وَالْمُشْرِكُونَ يَعْبُدُونَ الْأَوْثَانَ، وَالْيَهُودُ، وَكَانُوا يُؤْذُونَ النَّبِيَّ ﷺ وَأَصْحَابَهُ، فَأَمَرَ اللهُ عز و جل نَبِيَّهُ بِالصَّبْرِ وَالْعَفْوِ، فَفِيهِمْ أَنْزَلَ اللهُ { وَلَتَسْمَعُنَّ مِنَ ٱلَّذِينَ أُوتُوا۟ ٱلْكِتَـٰبَ مِن قَبْلِكُمْ } الْآيَةَ، فَلَمَّا أَبَى كَعْبُ بْنُ الْأَشْرَفِ أَنْ يَنْزِعَ عَنْ أَذَى النَّبِيِّ ﷺ، أَمَرَ النَّبِيُّ ﷺ سَعْدَ بْنَ مُعَاذٍ أَنْ يَبْعَثَ رَهْطاً يَقْتُلُونَهُ، فَبَعَثَ مُحَمَّدَ بْنَ مَسْلَمَةَ، وَذَكَرَ قِصَّةَ قَتْلِهِ، فَلَمَّا قَتَلُوهُ فَزَعَتِ الْيَهُودُ وَالْمُشْرِكُونَ، فَغَدَوْا عَلَى النَّبِيِّ ﷺ فَقَالُوا: طُرِقَ صَاحِبُنَا فَقُتِلَ، فَذَكَرَ لَهُمُ النَّبِيُّ ﷺ الَّذِي كَانَ يَقُولُ، وَدَعَاهُمُ النَّبِيُّ ﷺ إِلَى أَنْ يَكْتُبَ بَيْنَهُ وَبَيْنَهُمْ كِتَاباً يَنْتَهُونَ إِلَى مَا فِيهِ، فَكَتَبَ النَّبِيُّ ﷺ بَيْنَهُ وَبَيْنَهُمْ وَبَيْنَ الْمُسْلِمِينَ عَامَّةٌ صَحِيفَةٌ."
3,"188","عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ رضي الله عنه: أَنَّ رِجَالاً مِنْ الْمُنَافِقِينَ عَلَى عَهْدِ رَسُولِ اللَّهِ ﷺ، كَانَ إِذَا خَرَجَ رَسُولُ اللهِ ﷺ إِلَى الْغَزْوِ تَخَلَّفُوا عَنْهُ، وَفَرِحُوا بِمَقْعَدِهِمْ خِلَافَ رَسُولِ اللهِ ﷺ، فَإِذَا قَدِمَ رَسُولُ اللهِ ﷺ اعْتَذَرُوا إِلَيْهِ وَحَلَفُوا، وَأَحَبُّوا أَنْ يُحْمَدُوا بِمَا لَمْ يَفْعَلُوا، فَنَزَلَتْ { لَا تَحْسَبَنَّ ٱلَّذِينَ يَفْرَحُونَ بِمَآ أَتَوا۟ وَّيُحِبُّونَ أَن يُحْمَدُوا۟ بِمَا لَمْ يَفْعَلُوا۟ } الآية. واللفظ للبخاري."
