"surah","ayahs","occasion"
5,"67","عَنْ عَائِشَةَ رضي الله عنها قَالَتْ: كَانَ النَّبِيُّ ﷺ يُحْرَسُ، حَتَّى نَزَلَتْ هَذِهِ الْآيَةَ { وَٱللَّهُ يَعْصِمُكَ مِنَ ٱلنَّاسِ ۗ }، فَأَخْرَجَ رَسُولُ اللهِ ﷺ رَأْسَهُ مِنَ الْقُبَّة، فَقَالَ لَهُمْ: « يَا أَيُّهَا النَّاسُ، انْصَرِفُوا فَقَدْ عَصَمَنِي الله ». واللفظ للترمذي."
5,"87","عَنِ ابْنِ عَبَّاسٍ رضي الله عنهما: أَنَّ رَجُلًا أَتَى النَّبِيَّ ﷺ، فَقَالَ: يَا رَسُولَ اللهِ، إِنِّي إِذَا أَصَبْتُ اللَّحْمَ انْتَشَرْتُ لِلنِّسَاءِ وَأَخَذَتْنِي شَهْوَتِي، فَحَرَّمْتُ عَلَيَّ اللَّحْمَ. فَأَنْزَلَ اللهُ: { يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تُحَرِّمُوا۟ طَيِّبَـٰتِ مَآ أَحَلَّ ٱللَّهُ لَكُمْ وَلَا تَعْتَدُوٓا۟ ۚ إِنَّ ٱللَّهَ لَا يُحِبُّ ٱلْمُعْتَدِينَ ﴿٨٧﴾ وَكُلُوا۟ مِمَّا رَزَقَكُمُ ٱللَّهُ حَلَـٰلًا طَيِّبًا ۚ }. و اللفظ للترمذي."
5,"90","عن مُصْعَبِ بْنِ سَعْدٍ عَنْ أَبِيهِ رضي الله عنه قَالَ: (... وَأَتَيْتُ عَلَى نَفَرٍ مِنْ الْأَنْصَارِ وَالْمُهَاجِرِينَ، فَقَالُوا: تَعَالَ نُطْعِمْكَ وَنَسْقِكَ خَمْراً، وَذَلِكَ قَبْلَ أَنْ تُحَرَّمَ الْخَمْرُ، قَالَ: فَأَتَيْتُهُمْ فِي حَشٍّ، وَالْحَشُّ: الْبُسْتَانُ، فَإِذَا رَأْسُ جَزُورٍ مَشْوِيٌّ عِنْدَهُمْ، وَزِقٌ مِنْ خَمْرٍ، قَالَ: فَأَكَلْتُ وَشَرِبْتُ مَعَهُمْ، قَالَ: فَذَكَرْتُ الْأَنْصَارَ وَالمُهَاجِرِينَ عِنْدَهُمْ، فَقُلْتُ: الْمُهَاجِرُونَ خَيْرٌ مِنْ الْأَنْصَارِ، قَالَ: فَأَخَذَ رَجُلٌ أَحَدَ لَحْيَي الرَّأْسِ، فَضَرَبَنِي به فَجَرَحَ بِأَنْفِي، فَأَتَيْتُ رَسُولَ اللهِ ﷺ فَأَخْبَرْتُهُ، فَأَنْزَلَ اللهُ عز و جل فِيَّ - يَعْنِي نَفْسَهُ - شَأْنَ الْخَمْرِ: { إِنَّمَا ٱلْخَمْرُ وَٱلْمَيْسِرُ وَٱلْأَنصَابُ وَٱلْأَزْلَـٰمُ رِجْسٌ مِّنْ عَمَلِ ٱلشَّيْطَـٰنِ }."
5,"91-93","عَنِ ابْنِ عَبَّاسٍ رضي الله عنهما قَالَ: نَزَلَ تَحْرِيمُ الخَمْرِ فِي قَبِيلَتَيْنِ مِن قَبائِلِ الأَنصارِ، شَرِبُوا حَتَّى إِذا ثَمَلُوا، عَبَثَ بَعْضُهُم بِبَعْضٍ، فَلَمَّا صَحَوْا، جَعَلَ الرَّجُلُ يَرَى الأَعْثَرَ بِوَجْهِه وَبْرَأْسِهِ وَبِلِحْيَتِهِ، يَقُولُ: فَعَلَ هَذَا أَخِي فُلانٌ واللهِ لَوْ كَانَ بِي رَؤوفاً رَحِيماً مَا فَعَلَ هَذَا بِي، وَقَالَ: وَكَانُوا إِخْوَةً لَيْسَ في قُلوبِهِمْ ضَغَائنُ، فَوَقَعَتْ فِي قُلُوبِهِمُ الضَغَائِنُ، فَأَنزلَ اللهُ تَعَالَى: { إِنَّمَا ٱلْخَمْرُ وَٱلْمَيْسِرُ وَٱلْأَنصَابُ وَٱلْأَزْلَـٰمُ رِجْسٌ مِّنْ عَمَلِ ٱلشَّيْطَـٰنِ فَٱجْتَنِبُوهُ لَعَلَّكُمْ تُفْلِحُونَ ﴿٩٠﴾ إِنَّمَا يُرِيدُ ٱلشَّيْطَـٰنُ أَن يُوقِعَ بَيْنَكُمُ ٱلْعَدَٰوَةَ وَٱلْبَغْضَآءَ فِى ٱلْخَمْرِ وَٱلْمَيْسِرِ وَيَصُدَّكُمْ عَن ذِكْرِ ٱللَّهِ وَعَنِ ٱلصَّلَوٰةِ ۖ فَهَلْ أَنتُم مُّنتَهُونَ ﴿٩١﴾ } فَقَالَ نَاسٌ مِنَ المُتَكَلِّفِينَ: هِيَ رِجْسٌ، وَهِيَ فِي بَطْنِ فُلانٍ قُتِلَ يَوْمَ بَدرٍ، وَفُلانٍ قُتِلَ يَوْمَ أُحُدٍ؟! فَأَنزَلَ اللهُ تعالى: { لَيْسَ عَلَى ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ جُنَاحٌ فِيمَا طَعِمُوٓا۟ } الآية."
5,"91-93","عَنْ أَنَسٍ رضي الله عنه: كُنْتُ سَاقِيَ الْقَوْمِ فِي مَنْزِلِ أَبِي طَلْحَةَ، وَكَانَ خَمْرُهُمْ يَوْمَئِذٍ الْفَضِيخَ، فَأَمَرَ رَسُولُ اللهِ ﷺ مُنَادِياً يُنَادِي: أَلَا إِنَّ الْخَمْرَ قَدْ حُرِّمَتْ، قَالَ: فَقَالَ لِي أَبُو طَلْحَةَ: اخْرُجْ فَأَهْرِقْهَا. فَخَرَجْتُ فَهَرَقْتُهَا، فَجَرَتْ فِي سِكَكِ الْمَدِينَةِ، فَقَالَ بَعْضُ الْقَوْمِ: قَدْ قُتِلَ قَوْمٌ وَهِيَ فِي بُطُونِهِمْ، فَأَنْزَلَ اللهُ: { لَيْسَ عَلَى ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ جُنَاحٌ فِيمَا طَعِمُوٓا۟ } الْآيَةَ. واللفظ للبخاري."
5,"91-93","عَنْ أَبي إِسْحَاقَ قَالَ: قَالَ البَراءُ رضي الله عنه: مَاتَ نَاسٌ مِنْ أَصْحَابِ رَسُولِ اللهِ ﷺ وَهُمْ يَشربونَ الخَمْرَ، فَلَمَّا نَزلَ تَحريمُهَا، قَالَ أُنَاسٌ مِنْ أَصْحَابِ النَّبِيِّ ﷺ: فَكَيْفَ بِأَصْحَابِنَا الذِينَ مَاتُوا وَهُمْ يَشْرَبُونَها، فَنَزلَتْ هَذِهِ الآيَةِ: { لَيْسَ عَلَى ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ } الآية."
5,"91-93","عَنِ ابْنِ عَبَّاسٍ رضي الله عنهما قَالَ: قَالُوا: يَا رَسُولَ اللهِ، أَرَأَيْتَ الَّذِينَ مَاتُوا وَهُمْ يَشْرَبُونَ الْخَمْرَ؟ لَمَّا نَزَلَ تَحْرِيمُ الْخَمْرِ، فَنَزَلَتْ: { لَيْسَ عَلَى ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ جُنَاحٌ فِيمَا طَعِمُوٓا۟ إِذَا مَا ٱتَّقَوا۟ وَّءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ }."
5,"101","عَنْ أَنَسِ بْنِ مَالِكٍ رضي الله عنه قَالَ: بَلَغَ رَسُولَ اللهِ ﷺ عَنْ أَصْحَابِهِ شَيْءٌ، فَخَطَبَ فَقَالَ: « عُرِضَتْ عَلَيَّ الْجَنَّةُ وَالنَّارُ، فَلَمْ أَرَ كَالْيَوْمِ فِي الْخَيْرِ وَالشَّرِّ، وَلَوْ تَعْلَمُونَ مَا أَعْلَمُ لَضَحِكْتُمْ قَلِيلًا وَلَبَكْيْتُمْ كَثِيرًا »، قَالَ: فَمَا أَتَى عَلَى أَصْحَابِ رَسُولِ الله ﷺ يَوْمٌ أَشَدُّ مِنْهُ، قَالَ: غَطَّوْا رُءُوسَهُمْ وَلَهُمْ خَنِينٌ، قَالَ: فَقَامَ عُمَرُ فَقَالَ: رَضِينَا بِاللهِ رَبَّا، وَبِالْإِسْلَامِ دِيناً، وَبِمُحَمَّدٍ نَبِيًّا، قَالَ: فَقَامَ ذَاكَ الرَّجُلُ فَقَالَ: مَنْ أَبِي؟ قَالَ: « أَبُوكَ فُلَانٌ »، فَنَزَلَتْ: { يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تَسْـَٔلُوا۟ عَنْ أَشْيَآءَ إِن تُبْدَ لَكُمْ تَسُؤْكُمْ }."
5,"101","ولها سبب نزول ثان: عَنِ ابْنِ عَبَّاسٍ رضي الله عنهما قَالَ: كَانَ قَوْمٌ يَسْأَلُونَ رَسُولَ الله ﷺ اسْتِهْزَاءً، فَيَقُولُ الرَّجُلُ مَنْ أَبِي؟ وَيَقُولُ الرَّجُلُ تَضِلُّ نَاقَتُهُ: أَيْنَ نَاقَتِي؟ فَأَنْزَلَ اللهُ فِيهِمْ هَذِهِ الْآيَةَ: { يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تَسْـَٔلُوا۟ عَنْ أَشْيَآءَ إِن تُبْدَ لَكُمْ تَسُؤْكُمْ }. حَتَّى فَرَغَ مِنْ الْآيَةِ كُلِّهَا."
5,"101","وقد جاء سبب آخر لنزول الآية: عن أبي هريرة رضي الله عنه قال: خطبنا رسول الله فقال: « يا أيها الناس كتب الله عليكم الحج »، فقام محصن الأسدي فقال: أفي كل عام يا رسول الله؟ فقال: « أما إني لو قلت نعم لوجبت، ولو وجبت ثم تركتم لضللتم، اسكتوا عني ما سكت عنكم، فإنما هلك من كان قبلكم، بسؤالهم واختلافهم على أنبيائهم »، فأنزل الله تعالى: { يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تَسْـَٔلُوا۟ عَنْ أَشْيَآءَ إِن تُبْدَ لَكُمْ تَسُؤْكُمْ }، إلى آخر الآية."
5,"106-107","عَنِ ابْنِ عَبَّاسٍ رضي الله عنهما قَالَ: خَرَجَ رَجُلٌ مِنْ بَنِي سَهُمٍ مَعَ تَمِيمٍ الدَّارِيِّ وَعَدِيِّ بْنِ بَدَّاءٍ، فَمَاتَ السَّهْمِيُّ بِأَرضٍ لَيْسَ بِهَا مُسْلِمٌ، فَلَمَّا قَدِمَا بِتَرِكَتِهِ فَقَدُوا جَاماً مِنْ فِضَّةٍ مَخُوصاً مِنْ ذَهَبٍ، فَأَحْلَفَهُمَا رَسُولُ اللهِ ﷺ، ثُمَّ وُجِدَ الْجَامُ بِمَكَّةَ، فَقَالُوا: ابْتَعْنَاهُ مِنْ تَمِيمٍ وَعَدِيٍّ، فَقَامَ رَجُلَانِ مِنْ أَوْلِيَائِهِ، فَحَلَفَا لَشَهَادَتُنَا أَحَقُّ مِنْ شَهَادَتِهِمَا، وَإِنَّ الْجَامَ لِصَاحِبِهِمْ، قَالَ: وَفِيهِمْ نَزَلَتْ هَذِهِ الْآيَةُ { يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ شَهَـٰدَةُ بَيْنِكُمْ إِذَا حَضَرَ أَحَدَكُمُ ٱلْمَوْتُ }."
